#,id,bureau_score,score_band,report_status,total_accounts,active_accounts,overdue_accounts,dpd_max,credit_utilization_pct,emi_to_income_ratio,tradelines,enquiries,mock_raw_report,created_at,loan_application_id,user_id
6743,6743,655,medium,mocked,10,4,0,0,68.55,0.03,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 6445.3}]","{""bureau_score"": 655, ""report_number"": ""3ba51a24-bc7a-4858-8a49-0f23b61ef036"", ""assessment_date"": ""2025-04-14""}",2025-05-11 10:06:17.995743,6743,5231
6744,6744,579,low,mocked,10,4,0,30,86.06,0.08,"[{""dpd"": 30, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 26254.3}]","{""bureau_score"": 579, ""report_number"": ""ed2d9f77-d6fb-423f-a34c-b1eddf96fb32"", ""assessment_date"": ""2025-02-20""}",2025-05-11 10:06:18.023586,6744,1133
6745,6745,596,low,mocked,12,4,0,0,5.85,0.4,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 70540.9}]","{""bureau_score"": 596, ""report_number"": ""ab23df55-0d49-46ad-80b2-220cea7f355a"", ""assessment_date"": ""2025-03-08""}",2025-05-11 10:06:18.045895,6745,9036
6746,6746,355,low,mocked,11,7,1,30,31.2,0.16,"[{""dpd"": 30, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 37552.5}]","{""bureau_score"": 355, ""report_number"": ""e8a5965f-8e9d-4861-91e5-77fc9ba3f02e"", ""assessment_date"": ""2025-03-03""}",2025-05-11 10:06:18.085654,6746,5862
6747,6747,654,medium,mocked,1,1,0,0,84.47,0.37,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 82173.9}]","{""bureau_score"": 654, ""report_number"": ""aa1ec48a-2933-4c06-9a5f-7d64be433287"", ""assessment_date"": ""2025-04-27""}",2025-05-11 10:06:18.107637,6747,2487
6748,6748,506,low,mocked,13,1,0,0,55.46,0.46,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 44983.0}]","{""bureau_score"": 506, ""report_number"": ""2716a1ad-957f-40c2-b88b-e3c58a444b44"", ""assessment_date"": ""2025-02-26""}",2025-05-11 10:06:18.129613,6748,4718
6749,6749,579,low,mocked,10,9,0,0,36.76,0.15,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 28343.6}]","{""bureau_score"": 579, ""report_number"": ""e8c54e5b-d0ae-43e9-8448-616364906647"", ""assessment_date"": ""2025-01-13""}",2025-05-11 10:06:18.165926,6749,9864
6750,6750,604,low,mocked,7,6,0,0,86.28,0.61,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 50937.6}]","{""bureau_score"": 604, ""report_number"": ""d2005504-69e2-47d7-8ac9-9a54a5541c22"", ""assessment_date"": ""2025-01-28""}",2025-05-11 10:06:18.196502,6750,2722
6751,6751,439,low,mocked,4,2,0,30,35.22,0.22,"[{""dpd"": 30, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 40631.3}]","{""bureau_score"": 439, ""report_number"": ""c29c707e-a2b4-4554-88eb-f465aa770e23"", ""assessment_date"": ""2025-02-01""}",2025-05-11 10:06:18.215801,6751,7304
6752,6752,740,medium,mocked,9,1,0,0,3.47,0.23,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 77988.2}]","{""bureau_score"": 740, ""report_number"": ""3fb4dd36-dc53-40b1-ba4e-302e66020a2d"", ""assessment_date"": ""2025-03-29""}",2025-05-11 10:06:18.242339,6752,769
6753,6753,326,low,mocked,7,6,1,30,49.35,0.02,"[{""dpd"": 30, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 9314.8}]","{""bureau_score"": 326, ""report_number"": ""d8102228-3f1c-4bfe-a144-95fbd7ee6c35"", ""assessment_date"": ""2025-04-24""}",2025-05-11 10:06:18.276120,6753,5580
6754,6754,418,low,mocked,14,10,2,30,68.73,0.57,"[{""dpd"": 30, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 39137.4}]","{""bureau_score"": 418, ""report_number"": ""fc199223-3194-4f9f-b460-3f946256d0fe"", ""assessment_date"": ""2025-03-10""}",2025-05-11 10:06:18.296684,6754,2909
6755,6755,394,low,mocked,15,2,0,30,90.35,0.05,"[{""dpd"": 30, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 26936.4}]","{""bureau_score"": 394, ""report_number"": ""22d6254d-79b1-4de1-a173-741f97da33fd"", ""assessment_date"": ""2025-01-10""}",2025-05-11 10:06:18.316028,6755,8441
6756,6756,749,medium,mocked,3,1,0,0,43.94,0.34,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 46301.3}]","{""bureau_score"": 749, ""report_number"": ""4977b75e-bb24-451d-8dfe-e4c6d50231c8"", ""assessment_date"": ""2025-01-12""}",2025-05-11 10:06:18.344991,6756,1618
6757,6757,553,low,mocked,3,1,0,0,46.16,0.2,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 72576.7}]","{""bureau_score"": 553, ""report_number"": ""6291049e-3e0c-4fd5-81cb-299bf5d08c26"", ""assessment_date"": ""2025-05-05""}",2025-05-11 10:06:18.372864,6757,3015
6758,6758,744,medium,mocked,2,1,1,30,27.82,0.31,"[{""dpd"": 30, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 96003.4}]","{""bureau_score"": 744, ""report_number"": ""6ca6d3e7-34b6-4cfb-92cb-ab160da6962d"", ""assessment_date"": ""2025-03-07""}",2025-05-11 10:06:18.393602,6758,3228
6759,6759,485,low,mocked,8,1,0,0,39.43,3.28,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 83860.8}]","{""bureau_score"": 485, ""report_number"": ""6c892de2-c999-4712-b4bf-eaa9408f91d0"", ""assessment_date"": ""2025-04-14""}",2025-05-11 10:06:18.422600,6759,5197
6760,6760,502,low,mocked,5,4,0,0,50.87,0.09,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 44560.5}]","{""bureau_score"": 502, ""report_number"": ""75b45133-4bca-46bd-be27-7abfe55a5920"", ""assessment_date"": ""2025-02-13""}",2025-05-11 10:06:18.460914,6760,1950
6761,6761,499,low,mocked,15,1,0,0,8.96,0.07,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 25663.2}]","{""bureau_score"": 499, ""report_number"": ""fde34bbd-3438-4405-b8dd-2aa8cd177f80"", ""assessment_date"": ""2025-04-24""}",2025-05-11 10:06:18.484649,6761,628
6762,6762,474,low,mocked,2,2,0,0,26.59,0.23,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 19846.2}]","{""bureau_score"": 474, ""report_number"": ""7344ff83-e1d7-4021-a220-eb5b0c6096d2"", ""assessment_date"": ""2025-01-23""}",2025-05-11 10:06:18.504790,6762,6448
6763,6763,665,medium,mocked,14,4,0,0,34.97,0.17,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 71832.0}]","{""bureau_score"": 665, ""report_number"": ""a4eae099-6a84-4669-aab7-0c00ecb8a6ac"", ""assessment_date"": ""2025-03-06""}",2025-05-11 10:06:18.534899,6763,2700
6764,6764,782,high,mocked,15,6,0,0,26.38,0.74,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 32748.0}]","{""bureau_score"": 782, ""report_number"": ""2a87542c-b79f-4b78-921d-b751c886a7d7"", ""assessment_date"": ""2025-02-06""}",2025-05-11 10:06:18.561692,6764,1138
6765,6765,716,medium,mocked,13,1,0,30,94.81,0.36,"[{""dpd"": 30, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 96458.0}]","{""bureau_score"": 716, ""report_number"": ""336cbcf9-5255-45f4-8f40-17390973fce1"", ""assessment_date"": ""2025-05-09""}",2025-05-11 10:06:18.581320,6765,5680
6766,6766,498,low,mocked,7,3,0,0,18.96,0.16,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 98276.9}]","{""bureau_score"": 498, ""report_number"": ""42717e02-f88d-473a-9dca-29c0d4da8825"", ""assessment_date"": ""2025-04-01""}",2025-05-11 10:06:18.601695,6766,8314
6767,6767,341,low,mocked,14,5,0,0,88.71,0.28,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 81228.6}]","{""bureau_score"": 341, ""report_number"": ""8213266b-29c0-49b4-bb8a-037a8e2a4fd3"", ""assessment_date"": ""2025-01-15""}",2025-05-11 10:06:18.635285,6767,1821
6768,6768,594,low,mocked,10,6,0,30,43.7,1.06,"[{""dpd"": 30, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 89796.1}]","{""bureau_score"": 594, ""report_number"": ""fedc2542-2a82-4d8e-b0b3-7f3ab1538325"", ""assessment_date"": ""2025-01-16""}",2025-05-11 10:06:18.660009,6768,345
6769,6769,387,low,mocked,5,5,0,0,41.47,0.16,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 75158.3}]","{""bureau_score"": 387, ""report_number"": ""f715bacb-b00e-455c-8363-87e3e79f444c"", ""assessment_date"": ""2025-02-26""}",2025-05-11 10:06:18.677483,6769,586
6770,6770,456,low,mocked,15,1,0,0,78.79,0.13,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 64839.2}]","{""bureau_score"": 456, ""report_number"": ""1b0dbd0a-6cb1-46b2-90ca-47feecee7ae6"", ""assessment_date"": ""2025-01-25""}",2025-05-11 10:06:18.701199,6770,7796
6771,6771,574,low,mocked,9,3,0,0,55.99,0.4,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 78663.9}]","{""bureau_score"": 574, ""report_number"": ""3886d05f-50a4-4c3e-8005-eedfb3490167"", ""assessment_date"": ""2025-02-05""}",2025-05-11 10:06:18.730366,6771,4785
6772,6772,555,low,mocked,2,2,1,60,36.81,0.28,"[{""dpd"": 60, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 57603.1}]","{""bureau_score"": 555, ""report_number"": ""4350ac3d-f958-4f09-b1d2-46bf8e11af77"", ""assessment_date"": ""2025-01-07""}",2025-05-11 10:06:18.757819,6772,4121
6773,6773,387,low,mocked,9,5,0,0,6.55,0.01,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 5045.2}]","{""bureau_score"": 387, ""report_number"": ""687fdc38-1e64-4c3a-8183-cbc9bfecd38c"", ""assessment_date"": ""2025-04-18""}",2025-05-11 10:06:18.777265,6773,5709
6774,6774,641,low,mocked,4,1,0,0,87.6,0.57,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 86447.7}]","{""bureau_score"": 641, ""report_number"": ""9c123233-06d4-473a-aa62-0e4778bd2d31"", ""assessment_date"": ""2025-01-18""}",2025-05-11 10:06:18.805457,6774,2832
6775,6775,310,low,mocked,13,9,0,0,29.11,0.22,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 25177.9}]","{""bureau_score"": 310, ""report_number"": ""a12dbc0f-4f06-48ca-85a0-d23855d6d859"", ""assessment_date"": ""2025-02-22""}",2025-05-11 10:06:18.833309,6775,9454
6776,6776,492,low,mocked,12,1,1,30,36.95,0.25,"[{""dpd"": 30, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 21345.3}]","{""bureau_score"": 492, ""report_number"": ""09f14db2-98e2-4e94-a2e3-82d015fc9cb4"", ""assessment_date"": ""2025-03-01""}",2025-05-11 10:06:18.854975,6776,4199
6777,6777,350,low,mocked,14,8,0,0,56.59,0.12,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 41100.0}]","{""bureau_score"": 350, ""report_number"": ""b30e2f7d-6c9a-4e77-8383-35821023ce90"", ""assessment_date"": ""2025-03-12""}",2025-05-11 10:06:18.877062,6777,8181
6778,6778,708,medium,mocked,10,3,1,30,77.94,0.14,"[{""dpd"": 30, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 51257.6}]","{""bureau_score"": 708, ""report_number"": ""160c65f1-b513-4eaa-ace5-739270b22c78"", ""assessment_date"": ""2025-02-19""}",2025-05-11 10:06:18.908159,6778,4639
6779,6779,790,high,mocked,3,3,0,0,17.33,0.48,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 67230.6}]","{""bureau_score"": 790, ""report_number"": ""d8c069b3-328e-4ed6-bd13-a866ca759e19"", ""assessment_date"": ""2025-03-04""}",2025-05-11 10:06:18.935223,6779,8559
6780,6780,306,low,mocked,9,8,0,60,63.56,0.8,"[{""dpd"": 60, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 98007.8}]","{""bureau_score"": 306, ""report_number"": ""3317b57d-8904-4e34-81ab-6244a8531b24"", ""assessment_date"": ""2025-04-08""}",2025-05-11 10:06:18.954939,6780,417
6781,6781,776,high,mocked,8,7,0,0,33.63,0.06,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 13458.7}]","{""bureau_score"": 776, ""report_number"": ""cd10f176-60f7-41b3-8187-4825ebae1ebb"", ""assessment_date"": ""2025-02-24""}",2025-05-11 10:06:18.974143,6781,6415
6782,6782,303,low,mocked,8,2,0,0,8.09,0.55,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 30432.0}]","{""bureau_score"": 303, ""report_number"": ""3ec1f364-d97d-4651-a05e-99653ef9b20a"", ""assessment_date"": ""2025-04-15""}",2025-05-11 10:06:19.005028,6782,9611
6783,6783,348,low,mocked,15,8,0,0,2.83,0.1,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 46243.0}]","{""bureau_score"": 348, ""report_number"": ""0d22c0f3-469c-43f8-b884-a3320b9e64c2"", ""assessment_date"": ""2025-02-15""}",2025-05-11 10:06:19.032342,6783,5206
6784,6784,787,high,mocked,13,9,3,30,77.02,0.29,"[{""dpd"": 30, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 27778.7}]","{""bureau_score"": 787, ""report_number"": ""84cb5b14-d91c-490a-9bf8-b1151b4edcf7"", ""assessment_date"": ""2025-04-19""}",2025-05-11 10:06:19.052066,6784,2718
6785,6785,649,low,mocked,14,7,1,30,63.67,0.11,"[{""dpd"": 30, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 63242.6}]","{""bureau_score"": 649, ""report_number"": ""6773c505-ce24-4222-b2ac-a00e3603d72a"", ""assessment_date"": ""2025-02-03""}",2025-05-11 10:06:19.071377,6785,8665
6786,6786,454,low,mocked,4,2,0,0,46.72,0.06,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 11907.9}]","{""bureau_score"": 454, ""report_number"": ""3a191346-14d1-4851-9cf7-54e12838efb7"", ""assessment_date"": ""2025-03-18""}",2025-05-11 10:06:19.105442,6786,2081
6787,6787,773,high,mocked,12,5,0,0,61.78,0.06,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 36720.1}]","{""bureau_score"": 773, ""report_number"": ""5d8b8c89-26cc-4917-9241-03524383ca89"", ""assessment_date"": ""2025-04-10""}",2025-05-11 10:06:19.134574,6787,6027
6788,6788,301,low,mocked,11,7,2,30,6.33,0.03,"[{""dpd"": 30, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 14660.6}]","{""bureau_score"": 301, ""report_number"": ""31fa2257-d5dd-4c09-b0ad-0a6051468b42"", ""assessment_date"": ""2025-02-17""}",2025-05-11 10:06:19.157780,6788,442
6789,6789,532,low,mocked,15,4,0,0,41.49,0.23,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 70890.7}]","{""bureau_score"": 532, ""report_number"": ""9a237f88-48ae-4077-ad62-600cddc11ae7"", ""assessment_date"": ""2025-04-30""}",2025-05-11 10:06:19.184022,6789,644
6790,6790,606,low,mocked,15,8,0,0,46.05,0.3,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 52509.9}]","{""bureau_score"": 606, ""report_number"": ""7115c2aa-55f2-4455-ab90-4eb5ae221825"", ""assessment_date"": ""2025-04-08""}",2025-05-11 10:06:19.212061,6790,5067
6791,6791,668,medium,mocked,11,1,0,0,50.24,0.06,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 36591.9}]","{""bureau_score"": 668, ""report_number"": ""a3cb0c9a-5863-4894-94bf-7e9b08d9eba8"", ""assessment_date"": ""2025-01-19""}",2025-05-11 10:06:19.236951,6791,3051
6792,6792,651,medium,mocked,1,1,1,30,85.44,0.24,"[{""dpd"": 30, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 72131.5}]","{""bureau_score"": 651, ""report_number"": ""276d8027-53e0-470a-bb7d-5b7ce783d797"", ""assessment_date"": ""2025-03-08""}",2025-05-11 10:06:19.256382,6792,6879
6793,6793,571,low,mocked,12,8,0,30,90,0.55,"[{""dpd"": 30, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 80161.4}]","{""bureau_score"": 571, ""report_number"": ""0646c869-5fe6-42f0-9f97-7aac481f1300"", ""assessment_date"": ""2025-03-20""}",2025-05-11 10:06:19.284264,6793,1012
6794,6794,791,high,mocked,15,5,0,0,26.44,0.21,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 97867.7}]","{""bureau_score"": 791, ""report_number"": ""d9d616e3-03c3-4eb1-ad2e-5f2b818a0e92"", ""assessment_date"": ""2025-04-23""}",2025-05-11 10:06:19.312236,6794,7006
6795,6795,448,low,mocked,2,1,0,0,23.05,0.58,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 61673.5}]","{""bureau_score"": 448, ""report_number"": ""98203498-19bd-42e1-8255-3dd2fbca1ef1"", ""assessment_date"": ""2025-02-12""}",2025-05-11 10:06:19.333924,6795,6803
6796,6796,580,low,mocked,15,5,0,60,96.42,0.48,"[{""dpd"": 60, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 80979.2}]","{""bureau_score"": 580, ""report_number"": ""67b94c00-e33f-457d-8e0f-2d23d1a915b9"", ""assessment_date"": ""2025-05-09""}",2025-05-11 10:06:19.354539,6796,503
6797,6797,716,medium,mocked,10,1,0,0,86.32,0.99,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 32489.5}]","{""bureau_score"": 716, ""report_number"": ""4a6f2091-8f10-49a8-8902-f82416db4cd4"", ""assessment_date"": ""2025-02-26""}",2025-05-11 10:06:19.389771,6797,6147
6798,6798,668,medium,mocked,4,1,0,0,42.78,0.22,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 30152.1}]","{""bureau_score"": 668, ""report_number"": ""cc4e6570-9bb1-4b86-9e1d-7ee25a7e4668"", ""assessment_date"": ""2025-01-10""}",2025-05-11 10:06:19.418651,6798,7019
6799,6799,349,low,mocked,7,5,2,90,2.83,0.23,"[{""dpd"": 90, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 80038.5}]","{""bureau_score"": 349, ""report_number"": ""cdb9c732-dc74-4404-8eeb-d572bce1ddf6"", ""assessment_date"": ""2025-03-03""}",2025-05-11 10:06:19.441811,6799,2289
6800,6800,438,low,mocked,14,3,1,90,43.07,1.39,"[{""dpd"": 90, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 68138.0}]","{""bureau_score"": 438, ""report_number"": ""802013c9-5968-4aa3-a400-90e9e6f60e06"", ""assessment_date"": ""2025-01-10""}",2025-05-11 10:06:19.468183,6800,2788
6801,6801,557,low,mocked,11,4,0,0,17.92,1.12,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 85792.6}]","{""bureau_score"": 557, ""report_number"": ""9c6b3426-7242-4bea-9331-4f689d6ff7df"", ""assessment_date"": ""2025-03-14""}",2025-05-11 10:06:19.499595,6801,240
6802,6802,632,low,mocked,11,6,1,90,64.38,0.15,"[{""dpd"": 90, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 62847.1}]","{""bureau_score"": 632, ""report_number"": ""fba3f748-ff57-4e8d-8008-c9de30bfb0bb"", ""assessment_date"": ""2025-03-22""}",2025-05-11 10:06:19.521247,6802,2886
6803,6803,424,low,mocked,9,5,0,30,9.44,0.13,"[{""dpd"": 30, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 36053.1}]","{""bureau_score"": 424, ""report_number"": ""5df7c50b-175e-4c95-8ca4-301efbb1a79c"", ""assessment_date"": ""2025-03-16""}",2025-05-11 10:06:19.543056,6803,7194
6804,6804,396,low,mocked,5,1,0,0,75.46,2.33,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 63053.4}]","{""bureau_score"": 396, ""report_number"": ""ed2b125c-e9a3-4be2-bb4b-9ce89ae4a3f4"", ""assessment_date"": ""2025-03-08""}",2025-05-11 10:06:19.572671,6804,1680
6805,6805,506,low,mocked,3,3,0,0,38.65,1.64,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 71470.6}]","{""bureau_score"": 506, ""report_number"": ""9eec1557-9419-446b-ba10-2ce66fda667a"", ""assessment_date"": ""2025-03-17""}",2025-05-11 10:06:19.600422,6805,977
6806,6806,799,high,mocked,6,5,0,0,22.57,0.82,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 16090.7}]","{""bureau_score"": 799, ""report_number"": ""84b3dd52-2a2c-404b-a414-81d56010af13"", ""assessment_date"": ""2025-03-25""}",2025-05-11 10:06:19.620851,6806,2051
6807,6807,603,low,mocked,13,9,0,0,62.1,0.82,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 97397.6}]","{""bureau_score"": 603, ""report_number"": ""b5bfc791-7ddd-464f-8852-bae61dbd7a5e"", ""assessment_date"": ""2025-03-24""}",2025-05-11 10:06:19.642047,6807,3653
6808,6808,362,low,mocked,13,6,0,30,16.56,0.3,"[{""dpd"": 30, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 63647.4}]","{""bureau_score"": 362, ""report_number"": ""131fc3f1-3f12-4dc9-81d6-5418d8daacb5"", ""assessment_date"": ""2025-02-28""}",2025-05-11 10:06:19.672904,6808,6135
6809,6809,322,low,mocked,6,5,0,90,69.91,0.21,"[{""dpd"": 90, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 85661.3}]","{""bureau_score"": 322, ""report_number"": ""65de6c7b-0c3e-478d-96e7-704def4a437a"", ""assessment_date"": ""2025-01-28""}",2025-05-11 10:06:19.699564,6809,2443
6810,6810,527,low,mocked,8,6,3,30,53.18,1.76,"[{""dpd"": 30, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 68383.2}]","{""bureau_score"": 527, ""report_number"": ""b0a7e5dd-c347-4127-8695-6afe73701664"", ""assessment_date"": ""2025-04-25""}",2025-05-11 10:06:19.717729,6810,6790
